"wdpa_id","screenname","status","stage","name_en","threat_category","threat_sub_category","potential_threat","rating","inside_site","outside_site","assessment_cycle"
"67729","elena","Completed","Published","Thungyai - Huai Kha Khaeng Wildlife Sanctuaries","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Climate change leading to long-term shift in vegetation communities to higher elevations and temperature changes.","High Threat","1","1","2014"
"67729","elena","Completed","Published","Thungyai - Huai Kha Khaeng Wildlife Sanctuaries","Natural System Modifications","Dams/ Water Management or Use","Plans for hydro-electric development including dam construction","High Threat","1","0","2014"
"145585","elena","Completed","Published","Mount Kenya National Park/Natural Forest","Transportation and Service Corridors","Utility / Service Lines","Power lines","Low Threat","1","0","2014"
"145585","elena","Completed","Published","Mount Kenya National Park/Natural Forest","Natural System Modifications","Dams/ Water Management or Use","Unsustainable levels of water abstraction","Low Threat","1","1","2014"
"4325","elena","Completed","Published","Redwood National and State Parks","Climate Change and Severe Weather","Droughts","Reduced fog frequency.","Data Deficient","1","1","2014"
"4325","elena","Completed","Published","Redwood National and State Parks","Energy Production and Mining","Renewable Energy","Wind energy farms","Data Deficient","0","0","2014"
"4325","elena","Completed","Published","Redwood National and State Parks","Other","Other","Water diversion","Data Deficient","0","0","2014"
"2015","elena","Completed","Published","Natural and Cultural Heritage of the Ohrid region","Natural System Modifications","Fire/ Fire Suppression","Forest fires","Low Threat","1","1","2014"
"2015","elena","Completed","Published","Natural and Cultural Heritage of the Ohrid region","Residential and Commercial Development","Tourism/ Recreation Areas","Plans for further tourism infrastructure","High Threat","1","0","2014"
"2015","elena","Completed","Published","Natural and Cultural Heritage of the Ohrid region","Other","Other","Plans for construction of skiing infrastructure","Very High Threat","1","0","2014"
"2015","elena","Completed","Published","Natural and Cultural Heritage of the Ohrid region","Transportation and Service Corridors","Roads/ Railroads","International road planned from Ohrid to Sveti Naum","Low Threat","1","1","2014"
"2015","elena","Completed","Published","Natural and Cultural Heritage of the Ohrid region","Other","Other","Road rehabilitation on the Albanian side destroys benched of the lake shore","High Threat","1","0","2014"
"2015","elena","Completed","Published","Natural and Cultural Heritage of the Ohrid region","Pollution","Solid Waste","Waste water and solid waste","High Threat","1","0","2014"
"902335","elena","Completed","Published","Tropical Rainforest Heritage of Sumatra","Energy Production and Mining","Mining/ Quarrying","Mining/ Quarrying; Renewable energy","High Threat","1","1","2014"
"902335","elena","Completed","Published","Tropical Rainforest Heritage of Sumatra","Transportation and Service Corridors","Roads/ Railroads","Roads","High Threat","1","1","2014"
"555547988","elena","Completed","Published","Sangha Trinational","Other","Other","Ebola hemorrhagic fever","High Threat","1","0","2014"
"555547988","elena","Completed","Published","Sangha Trinational","Energy Production and Mining","Mining/ Quarrying","Industrial mining","High Threat","1","0","2014"
"68917","elena","Completed","Published","Tubbataha Reefs Natural Park","Invasive and Other Problematic Species and Genes","Modified Genetic Material","Threat of possible introductions exists from ships in area","Very Low Threat","1","0","2014"
"555556048","elena","Completed","Published","Namib Sand Sea","Energy Production and Mining","Mining/ Quarrying","Mining and mineral exploitation","Low Threat","0","1","2014"
"555556048","elena","Completed","Published","Namib Sand Sea","Natural System Modifications","Dams/ Water Management or Use","Water extraction","High Threat","1","0","2014"
"9632","elena","Completed","Published","Great Smoky Mountains National Park","Other","Other","Didymo","Data Deficient","0","0","2014"
"9632","elena","Completed","Published","Great Smoky Mountains National Park","Other","Other","Emerald Ash Borer","High Threat","0","0","2014"
"12209","elena","Completed","Published","Škocjan Caves","Transportation and Service Corridors","Roads/ Railroads","Motorway","Low Threat","1","0","2014"
"12209","elena","Completed","Published","Škocjan Caves","Energy Production and Mining","Renewable Energy","Hydropower and water captation","Data Deficient","1","0","2014"
"12209","elena","Completed","Published","Škocjan Caves","Residential and Commercial Development","Housing/ Urban Areas","Urban development","Very High Threat","1","1","2014"
"555512006","elena","Completed","Published","Pitons, cirques and remparts of Reunion Island","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Sea level rise","Data Deficient","1","1","2014"
"555547991","elena","Completed","Published","Lena Pillars Nature Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Visitation by tourists","Low Threat","1","1","2014"
"555547991","elena","Completed","Published","Lena Pillars Nature Park","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Climate change","Low Threat","1","1","2014"
"902373","elena","Completed","Published","Ilulissat Icefjord","Residential and Commercial Development","Tourism/ Recreation Areas","Tourism increase","Low Threat","1","1","2014"
"902373","elena","Completed","Published","Ilulissat Icefjord","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2014"
"478641","elena","Completed","Published","The Dolomites","Geological Events","Earthquakes/ Tsunamis","Possible seismic activities","Very Low Threat","1","1","2014"
"478641","elena","Completed","Published","The Dolomites","Climate Change and Severe Weather","Temperature extremes","Glacier and permafrost melting due to global warming","Very Low Threat","1","0","2014"
"555547989","elena","Completed","Published","Chengjiang Fossil Site","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Increased visitation","Low Threat","1","0","2014"
"10901","elena","Completed","Published","Iguazú National Park","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Increased rainfall","Data Deficient","1","1","2014"
"900631","elena","Completed","Published","Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2014"
"68917","elena","Completed","Published","Tubbataha Reefs Natural Park","Energy Production and Mining","Oil/ Gas exploration/development","Future potential oil/gas exploration in the Sulu Sea","Low Threat","1","0","2014"
"555512005","elena","Completed","Published","China Danxia","Geological Events","Avalanches/ Landslides","Geological and weather events","Data Deficient","1","0","2014"
"10908","elena","Completed","Published","Yosemite National Park","Climate Change and Severe Weather","Temperature extremes","Climate change","Low Threat","0","0","2014"
"10908","elena","Completed","Published","Yosemite National Park","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Climate change","Low Threat","0","0","2014"
"10908","elena","Completed","Published","Yosemite National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Invasive species","Low Threat","1","0","2014"
"68917","elena","Completed","Published","Tubbataha Reefs Natural Park","Climate Change and Severe Weather","Ocean acidification","Ocean acidification","High Threat","1","0","2014"
"68917","elena","Completed","Published","Tubbataha Reefs Natural Park","Climate Change and Severe Weather","Temperature extremes","Sea Surface temperature changes","High Threat","1","0","2014"
"68917","elena","Completed","Published","Tubbataha Reefs Natural Park","Geological Events","Earthquakes/ Tsunamis","Earthquakes or Tsunamis","Very Low Threat","1","0","2014"
"26651","elena","Completed","Published","Rio Abiseo National Park","Energy Production and Mining","Mining/ Quarrying","Concesiones","Very High Threat","0","1","2014"
"26651","elena","Completed","Published","Rio Abiseo National Park","Climate Change and Severe Weather","Temperature extremes","Cambio climático","High Threat","1","1","2014"
"903135","elena","Completed","Published","Monarch Butterfly Biosphere Reserve","Other","Other","Habitat loss and alterations within the broad range of habitats required for the life and migration cycle.","Very High Threat","0","0","2014"
"903135","elena","Completed","Published","Monarch Butterfly Biosphere Reserve","Energy Production and Mining","Mining/ Quarrying","Mining/ Quarrying","High Threat","0","0","2014"
"555547992","elena","Completed","Published","Rock Islands Southern Lagoon","Geological Events","Earthquakes/ Tsunamis","Typhoons","Low Threat","1","1","2014"
"198303","elena","Completed","Published","Ibiza: Biodiversity and Culture","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Shifts in seagrass distribution due to climate change","Data Deficient","1","1","2014"
"198303","elena","Completed","Published","Ibiza: Biodiversity and Culture","Transportation and Service Corridors","Shipping Lanes","Ship accidents","High Threat","1","1","2014"
"198303","elena","Completed","Published","Ibiza: Biodiversity and Culture","Residential and Commercial Development","Tourism/ Recreation Areas","Additional developments of tourism infrastructure","High Threat","1","1","2014"
