"wdpa_id","screenname","status","stage","name_en","threat_category","threat_sub_category","rating","inside_site","outside_site","assessment_version_id","assessment_cycle"
"902481","elena","Completed","Approved","Islands and Protected Areas of the Gulf of California","Agriculture and Aquaculture","Marine/ Freshwater Aquaculture","Low Threat","1","0","4855","2014"
"902481","elena","Completed","Approved","Islands and Protected Areas of the Gulf of California","Pollution","Water Pollution","High Threat","0","0","4855","2014"
"902481","elena","Completed","Approved","Islands and Protected Areas of the Gulf of California","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Very High Threat","1","1","4855","2014"
"902481","elena","Completed","Approved","Islands and Protected Areas of the Gulf of California","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Very High Threat","1","0","4855","2014"
"902481","elena","Completed","Approved","Islands and Protected Areas of the Gulf of California","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Very High Threat","1","1","4855","2014"
"903130","elena","Completed","Published","Jeju Volcanic Island and Lava Tubes","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","1","4857","2014"
"903130","elena","Completed","Published","Jeju Volcanic Island and Lava Tubes","Pollution","Agricultural/ Forestry Effluents","Very Low Threat","1","1","4857","2014"
"2570","elena","Completed","Published","Los Glaciares National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","1","4859","2014"
"2570","elena","Completed","Published","Los Glaciares National Park","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Very High Threat","1","1","4859","2014"
"2570","elena","Completed","Published","Los Glaciares National Park","Residential and Commercial Development","Tourism/ Recreation Areas","Very Low Threat","0","1","4859","2014"
"2570","elena","Completed","Published","Los Glaciares National Park","Biological Resource Use","Hunting (commercial/subsistence)","Very Low Threat","0","0","4859","2014"
"2570","elena","Completed","Published","Los Glaciares National Park","Agriculture and Aquaculture","Livestock Farming / Grazing","Data Deficient","1","1","4859","2014"
"903136","elena","Completed","Published","Mount Sanqingshan National Park","Residential and Commercial Development","Tourism/ Recreation Areas","Low Threat","1","0","4861","2014"
"903136","elena","Completed","Published","Mount Sanqingshan National Park","Residential and Commercial Development","Housing/ Urban Areas","Low Threat","1","1","4861","2014"
"903136","elena","Completed","Published","Mount Sanqingshan National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","1","4861","2014"
"903136","elena","Completed","Published","Mount Sanqingshan National Park","Energy Production and Mining","Mining/ Quarrying","Very Low Threat","1","1","4861","2014"
"145586","elena","Completed","Published","Lake Turkana National Parks","Natural System Modifications","Dams/ Water Management or Use","Very High Threat","0","1","4865","2014"
"145586","elena","Completed","Published","Lake Turkana National Parks","Natural System Modifications","Other Ecosystem Modifications","Very High Threat","1","1","4865","2014"
"145586","elena","Completed","Published","Lake Turkana National Parks","Climate Change and Severe Weather","Droughts","High Threat","1","1","4865","2014"
"145586","elena","Completed","Published","Lake Turkana National Parks","Climate Change and Severe Weather","Desertification","High Threat","1","1","4865","2014"
"145586","elena","Completed","Published","Lake Turkana National Parks","Agriculture and Aquaculture","Livestock Farming / Grazing","High Threat","1","1","4865","2014"
"145586","elena","Completed","Published","Lake Turkana National Parks","Biological Resource Use","Poaching","High Threat","1","1","4865","2014"
"145586","elena","Completed","Published","Lake Turkana National Parks","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Data Deficient","1","1","4865","2014"
"145586","elena","Completed","Published","Lake Turkana National Parks","Biological Resource Use","Logging/ Wood Harvesting","Low Threat","1","1","4865","2014"
"145586","elena","Completed","Published","Lake Turkana National Parks","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","1","4865","2014"
"145586","elena","Completed","Published","Lake Turkana National Parks","Human Intrusions and Disturbance","Other Activities","Data Deficient","1","1","4865","2014"
"4327","elena","Completed","Published","Garamba National Park","Biological Resource Use","Hunting (commercial/subsistence)","Very High Threat","1","1","4866","2014"
"4327","elena","Completed","Published","Garamba National Park","Energy Production and Mining","Mining/ Quarrying","Low Threat","0","1","4866","2014"
"4327","elena","Completed","Published","Garamba National Park","Human Intrusions and Disturbance","War, Civil Unrest/ Military Exercises","Very High Threat","1","1","4866","2014"
"902899","elena","Completed","Published","Malpelo Fauna and Flora Sanctuary","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Very High Threat","1","1","4871","2014"
"902899","elena","Completed","Published","Malpelo Fauna and Flora Sanctuary","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","0","4871","2014"
"145583","elena","Completed","Published","Morne Trois Pitons National Park","Climate Change and Severe Weather","Storms/Flooding","Very High Threat","1","1","4873","2014"
"145583","elena","Completed","Published","Morne Trois Pitons National Park","Agriculture and Aquaculture","Crops","Low Threat","1","1","4873","2014"
"145583","elena","Completed","Published","Morne Trois Pitons National Park","Natural System Modifications","Dams/ Water Management or Use","Low Threat","1","0","4873","2014"
"145583","elena","Completed","Published","Morne Trois Pitons National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Very Low Threat","1","1","4873","2014"
"145583","elena","Completed","Published","Morne Trois Pitons National Park","Energy Production and Mining","Mining/ Quarrying","Low Threat","1","0","4873","2014"
"145583","elena","Completed","Published","Morne Trois Pitons National Park","Biological Resource Use","Logging/ Wood Harvesting","Low Threat","1","1","4873","2014"
"9632","elena","Completed","Published","Great Smoky Mountains National Park","Agriculture and Aquaculture","Marine/ Freshwater Aquaculture","Low Threat","1","0","4992","2014"
"2006","elena","Completed","Published","Simien National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Data Deficient","1","1","4928","2014"
"10903","elena","Completed","Published","Talamanca Range-La Amistad Reserves / La Amistad National Park","Other","Other","Data Deficient","0","1","4960","2014"
"555512006","elena","Completed","Published","Pitons, cirques and remparts of Reunion Island","Biological Resource Use","Other Biological Resource Use","Low Threat","1","0","4996","2014"
"220298","elena","Completed","Published","Central Suriname Nature Reserve","Other","Other","Very Low Threat","1","0","4896","2014"
"26649","elena","Completed","Published","Tongariro National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","0","4888","2014"
"26649","elena","Completed","Published","Tongariro National Park","Residential and Commercial Development","Tourism/ Recreation Areas","Low Threat","1","0","4888","2014"
"26649","elena","Completed","Published","Tongariro National Park","Geological Events","Volcanoes","Low Threat","1","1","4888","2014"
"26649","elena","Completed","Published","Tongariro National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Low Threat","1","1","4888","2014"
"902368","elena","Completed","Published","St Kilda","Transportation and Service Corridors","Roads/ Railroads","Very Low Threat","1","0","4908","2014"
"20388","elena","Completed","Published","Banc d'Arguin National Park","Biological Resource Use","Fishing / Harvesting Aquatic Resources","High Threat","1","1","4894","2014"
"20388","elena","Completed","Published","Banc d'Arguin National Park","Biological Resource Use","Fishing / Harvesting Aquatic Resources","High Threat","1","1","4894","2014"
"20388","elena","Completed","Published","Banc d'Arguin National Park","Pollution","Water Pollution","High Threat","1","1","4894","2014"
"20388","elena","Completed","Published","Banc d'Arguin National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","0","4894","2014"
"20388","elena","Completed","Published","Banc d'Arguin National Park","Transportation and Service Corridors","Roads/ Railroads","High Threat","1","1","4894","2014"
"9545","elena","Completed","Published","Comoé National Park","Other","Other","Very High Threat","1","0","4898","2014"
"9545","elena","Completed","Published","Comoé National Park","Agriculture and Aquaculture","Crops","High Threat","1","0","4898","2014"
"9545","elena","Completed","Published","Comoé National Park","Agriculture and Aquaculture","Livestock Farming / Grazing","High Threat","1","1","4898","2014"
"9545","elena","Completed","Published","Comoé National Park","Natural System Modifications","Fire/ Fire Suppression","Low Threat","1","1","4898","2014"
"9545","elena","Completed","Published","Comoé National Park","Energy Production and Mining","Mining/ Quarrying","Data Deficient","1","0","4898","2014"
"902368","elena","Completed","Published","St Kilda","Agriculture and Aquaculture","Livestock Farming / Grazing","Very Low Threat","1","0","4908","2014"
"124388","elena","Completed","Published","Laponian Area","Agriculture and Aquaculture","Livestock Farming / Grazing","Very Low Threat","1","1","4900","2014"
"124388","elena","Completed","Published","Laponian Area","Biological Resource Use","Logging/ Wood Harvesting","Very Low Threat","1","1","4900","2014"
"555512003","elena","Completed","Published","Putorana Plateau","Pollution","Air Pollution","Very Low Threat","1","1","4902","2014"
"555512003","elena","Completed","Published","Putorana Plateau","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","0","1","4902","2014"
"555512003","elena","Completed","Published","Putorana Plateau","Geological Events","Avalanches/ Landslides","Very Low Threat","1","0","4902","2014"
"555512003","elena","Completed","Published","Putorana Plateau","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Very Low Threat","0","1","4902","2014"
"555512003","elena","Completed","Published","Putorana Plateau","Biological Resource Use","Hunting (commercial/subsistence)","Very Low Threat","0","1","4902","2014"
"555512003","elena","Completed","Published","Putorana Plateau","Biological Resource Use","Poaching","Very Low Threat","0","1","4902","2014"
"555512003","elena","Completed","Published","Putorana Plateau","Climate Change and Severe Weather","Temperature extremes","Data Deficient","0","1","4902","2014"
